rera_certificate_no,builder_name,complaint_count,cases_count,possession_delay_months
P51700013418,NAGESHWAR CONSTRUCTION,0,0,12
P51700015121,ADPLUS IMPRESSION PRIVATE LIMITED,0,0,0
P51700013407,VASTU HOMES,0,0,0
P51700013467,SUNIL BHAGCHAND TALREJA,0,0,30
P51700013518,Shriniwas Developers,0,0,0
P51700014625,MAKHIJA CONSTRUCTION,0,0,0
P51700013509,JAI SAI ENTERPRISES,0,0,15
P51700013620,SANADI REALTY PROPERTIES PRIVATE LIMITED,0,0,41
P51700013478,Kishor Ramchandra Kulkarni,0,0,48
P51700013511,GLOBAL REALTY,0,0,24
P51700013542,A R CONSTRUCTION,0,0,12
P51700013843,Om SHree Maruti Sthapatya,0,0,48
P51700013676,MAHESH NARAYAN SASE,0,0,0
P51700013602,Thilayaparambil Kumaran Joshi,0,0,48
P51700013531,AQSA PURELINE DEVELOPERS,0,0,12
P51700013592,KISHORE DATTATRAY DESAI,0,0,58
P51700013866,EASHANYA BUILDER AND DEVELOPERS,1,0,24
P51700013609,TALL CONSTRUCTIONS,0,0,42
P51700013727,SURESH MITHALAL JAIN,0,0,36
P51700013877,SAPPHIRE DEVELOPERS,1,1,0
P51700013660,SHREE BAJALI BUILDERS AND DEVELOPERS,25,0,48
P51700013669,SHANKHESHWAR KREATERS,0,0,0
P51700013756,AVD INFRA INDIA PRIVATE LIMITED,0,0,24
P51700014150,MANOJ ATMARAM PAWAR,0,0,0
P51700013804,AASHVI DEVELOPERS,0,0,0
P51700013810,ARUN BALU PATIL,0,0,0
P51700013918,RAJ LAXMI DEVELOPERS,0,0,0
P51700013789,MACROTECH DEVELOPERS LIMITED,2,1,0
P51700013793,Mahesh Shyamsundar Goyal,0,0,26
P51700013777,JP DEVELOPERS,0,0,12
P51700013850,MARUTI HOMES,0,0,2
P51700014365,M/s. YOGI DEVELOPERS CORPORATION,0,0,0
P51700014868,Rajesh Dharamvir Gulati,0,0,0
P51700015143,YASH INFRA,0,0,24
P51700014398,Om Shiv Developers,0,0,0
P51700014517,SOMAN SUN CITI,0,0,12
P51700014634,MANVI CONSTRUCTION,0,0,0
P51700014394,LOTUS EMPIRE,0,0,0
P51700014382,SHREE SAI GANESH ENTERPRISES,0,0,0
P51700014444,NANDA KAPILDEV SHARMA,0,0,30
P51700014789,V N DEVELOPERS,0,0,0
P51700014478,M.K.DEVELOPERS,0,1,0
P51700014692,Panchala Builders & Developers,0,0,0
P51700015161,M/S NIRMAAN DEVELOPERS,0,0,29
P51700014540,PARSHVA REALTORS,0,0,0
P51700014903,ROYAL GALAXY DEVELOPERS,0,0,6
P51700014922,SANJAY DAULAT WADILE,0,0,36
P51700014663,ISHWAR ENTERPRISES,0,0,0
P51700018287,Sanidhya Enterprises,0,0,12
P51700015509,GURUCHARANSINGH SURENDRASINGH SAMLOK,0,0,60
P51700014538,Nirman Habitats,0,0,49
P51700014557,Manvaibhav Constructions,0,0,17
P51700014708,INDO ASIAN BUILDCON PVT LTD,0,0,54
P51700014916,GANDHI & SAMANI ASSOCIATES,0,0,12
P51700014553,M/s R. S. Constructions,0,0,12
P51700014694,AAMIRBAHAUDDIN,0,0,0
P51700014693,GYANDEV BUILDERS & DEVELOPERS,0,0,0
P51700014638,CHATURTHI DEVELOPERS,0,0,34
P51700014705,OM VASTU HOMES,0,0,9
P51700014960,PINNACLE REALTORS,0,0,0
P51700014730,YASH ENTERPRISES,0,0,12
P51700014690,DATTAGURU ENTERPRISES,0,0,0
P51700014814,MACROTECH DEVELOPERS LIMITED,1,0,0
P51700014719,BALAJI CONSTRUCTION,0,0,0
P51700014812,DEEPAK MOTIRAM DALAL,0,0,18
P51700015598,MACROTECH DEVELOPERS LIMITED,1,2,0
P51700014760,MACROTECH DEVELOPERS LIMITED,7,0,0
P51700014776,Sujeet Kumar  Singh,0,0,0
P51700014720,JIGAR ENTERPRISES,0,0,0
P51700014942,SHARAD RAGHUNATH MHATRE,0,0,0
P51700014893,SHREE KRISHNA BUILDCON,0,0,12
P51700015042,SULTAN SHIRAJUDDIN  YASIN,3,0,0
P51700014926,VEDANT DEVELOPERS,0,0,0
P51700014770,MACROTECH DEVELOPERS LIMITED,1,0,0
P51700016576,SURENDRA MOTIRAM MHATRE,0,0,0
P51700015356,EKTA LAND DEVELOPERS,0,0,0
P51700015488,YASH INFRA,0,0,24
P51700014979,KANAK REALTORS,1,0,18
P51700013956,RENAISSANCE INDUS INFRA PRIVATE LIMITED,2,0,0
P51700013872,SHIVSHAKTI REALITY,0,0,0
P51700013871,JP CORP,0,0,0
P51700021512,DHAANIYA ENTERPRISES,0,0,33
P51700013741,MAYFAIR HOUSING PRIVATE LIMITED,0,0,0
P51700014029,RAMESHAWAR BUILDERS & DEVELOPERS,0,0,0
P51700014069,PATIL ASSOCIATES,1,0,84
P51700013897,PYRAMID INFRATECH CO,0,0,0
P51700013772,NITIN GAJANAN KALE,0,0,0
P51700014298,Jayshree Builders,0,0,0
P51700014196,VIHAN REALTORS,0,1,0
P51700014233,M/s Krishna Builders & Developers,0,0,0
P51700014178,SAMAY HOMES,0,0,11
P51700014052,Sima purushottam Kumar,0,0,34
P51700014096,MARUTI CORPORATION,0,0,0
P51700014337,Mahesh Shriram Borkar,0,0,18
P51700013961,MACROTECH DEVELOPERS LIMITED,1,2,0
P51700013969,Neelkanth Mansions and Infrastructure Pvt Ltd,0,1,0
P51700014696,Rajesh Dharamvir Gulati,0,0,0
P51700014335,RAJENDRA YASHWANT PATIL,0,0,0
P51700014064,AANYA RESIDENCES,8,0,84
P51700014018,M/s Shashwat Vaastu,0,0,0
P51700014005,Shashwat Homes,0,0,0
P51700015683,SANKALP DEVELOPERS,0,0,0
P51700014675,SHREE VASTUCREATION DEVELOPERS,3,0,18
P51700014303,ADIRAJ DEVELOPERS,0,0,10
P51700014203,CONTINENTAL MANIRATNA BUILDERS & DEVELOPERS,0,1,0
P51700014280,VASANI ENTERPRISES,0,0,18
P51700014199,B G PATIL AND SONS,0,0,24
P51700018341,NEW HOMES ENTERPRISES,0,0,12
P51700014313,ABUBAKAR ALI MOHAMMED ZARIWALA,0,0,18
P51700015485,Suyash Enterprises,0,0,0
P51700014748,OM DEVELOPERS,0,0,36
P51700014193,SAI SADGURU BUILDERS & DEVELOPERS,0,0,24
P51700014990,M/S SUVARNA CONSTRUCTION COMPANY,0,0,18
P51700014486,JITNAT CONSTRUCTIONS,0,1,6
P51700014469,OMKAR NIRMAN DEVELOPERS,0,0,0
P51700014466,EVERGREEN BUILDERS AND DEVELOPERS,0,0,57
P51700014449,Pankaj Jagdish Gujrathi,0,0,0
P51700014660,SHREE HANUMAN ENTERPRISES,2,0,24
P51700014467,Krishna buildcon Corporation,4,0,0
P51700014766,VINOD BALNATH PATIL,0,0,12
P51700014605,DEVDAS TUKARAM CHAUGHULE,0,0,0
P51700014552,VASTU DEVELOPERS,0,0,0
P51700014396,Palava Dwellers Private Limited,2,1,0
P51700014473,NAYANTARA CONS,0,0,27
P51700014528,LOTUS CONSTRUCTION,0,0,0
P51700014370,SHAIKH AZIM IBRAHIM,0,0,37
P51700015544,OM SHANTI CONSTRUCTION COMPANY,1,2,36
P51700015355,Manoyadnya Developers,0,0,0
P51700016391,RACHANA ENTERPRISES,0,0,18
P51700015258,DOSTI ENTERPRISES,2,15,0
P51700015892,MONARCH DEVELOPERS,0,0,0
P51700015758,SHETE'S CONSTRUCTION,0,0,48
P51700015270,SHUBH BUILDCON,0,0,0
P51700015294,KRUSHAN DHAM BUILDERS & DEVELOPERS,0,0,0
P51700015266,NIKET ENTERPRISES,1,0,0
P51700015260,Kapstone Constructions Private Limited,0,4,0
P51700015394,SAISH CONSTRUCTION,0,0,0
P51700015305,METRO BALAJI DEVELOPERS,0,0,18
P51700028109,AKLIMA TAHIR FALKE,0,0,0
P51700015329,J SQUARE INFRA,0,0,0
P51700015907,GORANATH ESTATE PRIVATE LIMITED,0,0,0
P51700015330,AVISHKAR GROUP,0,0,24
P51700015369,JYOTI INDUSTRIES,0,0,0
P51700015295,SHREE MAHALAXMI CORPORATION,0,0,0
P51700015482,ROYCE INFRA,0,0,12
P51700015389,SURESH GURALDAS THADANI,0,0,0
P51700015782,Namdev Construction,0,0,30
P51700015385,PUSHLATA SUBHASH GHULE,0,0,0
P51700015390,M/s Soham Construction,0,0,0
P51700015565,ELITE INFRASTRUCTURE,0,0,0
P51700015427,CONCORDE ASSOCIATES,0,0,33
P51700015724,REAL VALUE BUILDERS AND DEVELOPERS,0,0,18
P51700016256,ROYAL REALTY,0,0,0
P51700015501,DOSTI ENTERPRISES,0,2,0
P51700015660,Palava Dwellers Private Limited,0,0,0
P51700015601,MOHAN LIFESPACES LLP,0,0,24
P51700015517,Sheth Developers Private Limited,0,0,0
P51700015588,STANDARD INFRASTRUCTURE,2,0,0
P51700016130,MORESHWAR CONSTRUCTION,0,0,18
P51700015495,ASHTAVINAYAK INFRASTRUCTURE,0,1,18
P51700015831,ARADHNA CONSTRUCTION,0,0,31
P51700015413,SHREE SAI ASHIRWAD ENTERPRISES,0,0,0
P51700015449,PRABHAVATI CONSTRUCTIONS,0,0,18
P51700015636,SHANTI RATNA GROUP,0,0,0
P51700015493,JUHI DEVELOPERS,0,0,18
P51700015504,ANJANA SAHEBRAO CHAVAN,0,1,9
P51700015527,SADGURU INFRA,0,0,0
P51700015595,BLS VENTURES,0,0,0
P51700015572,GURU DEVELOPERS,0,0,0
P51700015599,QUALITY CONSTRUCTION CO,0,0,0
P51700015525,PINNACLE LIFESPACES,0,0,0
P51700015548,NINA BUILDERS,0,0,0
P51700016267,ANIRUDDHA GROUP SHILPALI PROJECT,0,0,21
P51700014993,JAI BHAWANI ORCHID INFRA LLP,0,0,12
P51700015764,Yash Govinda Build Infra LLP,0,0,0
P51700014842,Panvelkar Infrastructures Private Limited,0,0,31
P51700014837,VARSHA BUILDCON,0,0,0
P51700016280,AMIR AHMED ABUJI,0,0,0
P51700014988,Unique Sai Buildcon,0,0,0
P51700014982,Aashiyana Constructions,0,0,0
P51700015328,ARIHANT SUPERSTRUCTURES LIMITED,0,0,0
P51700015176,GAURANG ASSOCIATES,1,0,0
P51700015064,VENUS REALTORS,0,0,0
P51700014924,Sai Siddhi Developers,0,0,0
P51700016301,OJASS CONSTRUCTIONS,0,0,0
P51700015209,SAI SHRUSHTI ENTERPRISES,0,0,0
P51700015290,BHARAT REALTY VENTURE PRIVATE LIMITED,1,0,15
P51700016283,RADHIKA SHELTERS,0,0,36
P51700015040,MACROTECH DEVELOPERS LIMITED,4,2,0
P51700015243,MACROTECH DEVELOPERS LIMITED,0,2,0
P51700015114,LAXMI DEVELOPERS,0,0,18
P51700015091,AKSHAR GROUP,0,0,12
P51700015011,SARA REALTY,0,0,0
P51700015016,Palava Dwellers Private Limited,0,1,0
P51700015090,Palava Dwellers Private Limited,0,0,0
P51700015129,PACIFIC IMPRESSIONS,0,0,18
P51700015006,GREENSCAPE SHAKTI VENUTRES,0,0,12
P51700015031,SHREE MAHAVEER ENTERPRISES,0,0,0
P51700015767,SAI SATYAM GROUP,0,0,0
P51700015392,VARAD VINAYAK DEVELOPERS,0,0,0
P51700015111,RUDIS DEVELOPERS,1,0,0
P51700016191,SHREE SUMATINATH ENTERPRISES LLP,0,1,0
P51700015018,HARI OM DEVELOPERS,0,0,48
P51700015200,OMPRAKASH RAMCHANDRA PANDEY,0,0,0
P51700015337,YADAV BRO''S CONSTRUCTIONS,0,0,0
P51700015118,UMA REALTY,0,0,18
P51700017047,Capmatrix Buildcon LLP,0,0,36
P51700015151,LANDSCAPE INFRASTRUCTURE,0,0,24
P51700015119,Sharpmind Consultancy Services Private Limited,0,3,12
P51700015400,Ekdanta Constructions and Developers,0,0,0
P51700015652,SHREE MALLINATH ENTERPRISE LLP,0,4,0
P51700015245,GAGAN DEVELOPERS AND ENGINEERS,0,0,36
P51700015127,SHREEJI DEVELOPERS,0,0,0
P51700015240,GLOBE ENTERPRISES,0,0,0
P51700015302,RAJ GROUP,0,0,0
P51700015374,VAIBHAV HOMES DEVELOPERS,0,0,24
P51700015589,Arha Buildpro LLP,0,0,0
P51700015325,GRACELANDS HABITATS,0,0,0
P51700020862,CLASSIC CONSTRUCTION,0,0,0
P51700015189,BUILT TECH BUILDERS & DEVELOPERS PVT. LTD.,0,0,8
P51700015177,Milind Vasant Vani,0,0,0
P51700015246,A PLUS LIFE SPACE,0,0,0
P51700015155,BALAJI WORLD,2,0,0
P51700015554,SHRUSHTI DEVELOPERS,0,0,0
P51700015546,SHIVA BHOPI DEVELOPERS LLP,0,0,24
P51700015567,SAIRAJ DEVELOPERS,0,0,0
P51700015621,DEEPA SURESH GADA,1,0,0
P51700015559,GLOBAL HOUSING VENTURE,0,0,15
P51700015557,QAVI CONSTRUCTION PVT. LTD.,0,0,0
P51700015655,Vadilal Creation,0,0,0
P51700015749,AASHRAYGROUP,0,0,0
P51700016463,Shree Sai Jalaram Builders & Developers,0,0,0
P51700015851,HIDAYAT KHAN,0,0,0
P51700015657,RUHI ENTERPRISES,0,0,0
P51700016548,Gajanan Katod Shelavale,0,0,0
P51700015793,Konark Lifespaces,0,0,0
P51700015624,MAHALAXMI BUILDERS & DEVELOPERS,0,0,0
P51700015735,Shalini Shivaji Pawar,0,0,78
P51700015676,AYUSHI INFRA ENTERPRISE PRIVATE LIMITED,0,0,0
P51700016057,SHRI RADHE REALITIES PROJECT DEVELOPER,0,0,0
P51700015812,OM ADITYA ASSOCIATES,0,0,0
P51700016007,SHREE MAHALAXMI CONSTRUCTIONS,0,0,0
P51700015729,SAI SHRADHA DEVELOPERS,1,0,0
P51700015751,D P HOMES INFRAPROJECTS PRIVATE LIMITED,2,0,0
P51700015832,SURYAKANT MANGALDAS SAMANI AND CHAMPABEN VASANJI MASHRU,0,0,0
P51700016284,VPA DEVELOPERS,0,1,0
P51700015845,SHREE TISAI DEVELOPERS,0,0,6
P51700016781,SHRI KALKI ENTERPRISES,0,0,6
P51700018559,RAI RESIDENCY Private Limited,0,0,0
P51700018533,RAI RESIDENCY Private Limited,0,0,0
P51700017230,RAI RESIDENCY Private Limited,0,0,0
P51700023997,SHREE NEELKANTH ASSOCIATES,0,0,0
P51700015840,RATTANRAJ LIFESPACES,0,0,24
P51700015962,KATHOD DAMA BHOIR,0,0,0
P51700016288,LALJI HIRJI ARETHIYA,0,0,0
P51700015874,HASTI BUILDCON,0,0,15
P51700015959,SPACE BUILDCON,0,0,0
P51700016175,SHREE SAI BUILDERS & DEVELOPERS,0,0,0
P51700015920,RAMESH  SAWANT,0,0,21
P51700016492,Versatile Developers,1,0,0
P51700016071,RIYAZ MUQEEMUDDIN AZMI,0,0,0
P51700015978,DEEPLAXMI DEVELOPERS,0,0,0
P51700016074,KRISKAN INFRAVENTURE LLP,0,0,0
P51700015965,NEW INDIA CONSTRUCTION,14,0,0
P51700016047,SANVEG HOMES,0,0,0
P51700016123,Nirman Construction,0,0,0
P51700015956,M/S PATIL ASSOCIATES,0,0,0
P51700015939,CONTINENTAL SIDHANT REALITY,0,0,0
P51700016399,SURESH  MORE,0,0,24
P51700015954,ADITYA ENTERPRISES,1,0,0
P51700016720,SATYASHIV DEVELOPERS,0,0,0
P51700016180,VIJAYPRAKASH RAMDEV YADAV,0,0,0
P51700016651,SHREE AYYAPPA CONSTRUCTIONS,0,0,0
P51700015994,Parth  Parikh,0,0,0
P51700016532,SHARAD NAMDEO GAIKWAD,0,0,0
P51700015923,SHREE SHANKHESHWAR ENTERPRISES,0,0,0
P51700016119,SAILAVKIK REALTY PRIVATE LIMITED,0,0,0
P51700016054,HONEST DEVELOPERS,0,0,17
P51700016012,MAHAVIR ENTERPRISES,0,0,0
P51700016754,M/S. BALAJI DEVELOPERS,0,0,0
P51700016225,ROHRA CONSTRUCTIONS,0,1,0
P51700016873,BALKRISHNA KASHINATH BHOIR,0,0,0
P51700016164,NIVASTI DEVELOPERS LLP,0,0,0
P51700016423,LA ARIHANT ESTATE,0,0,0
P51700016300,SHREEJI BUILDCON,0,0,0
P51700016111,Sripad Vallabh Ventures,0,0,12
P51700016240,M/s IQRA REALTY,0,0,0
P51700016033,Ms ASHAR VENTURES,0,0,0
P51700016015,Ms ASHAR VENTURES,0,0,0
P51700016016,Ms ASHAR VENTURES,0,0,0
P51700016060,JD Housing LLP,0,0,0
P51700016190,VASTU SAI BUILDERS & DEVELOPERS,0,0,0
P51700016499,M/S D S REALTORS,0,0,30
P51700016349,SIDDHIVINAYAK GROUP,0,0,0
P51700016101,SHRUSHTI DEVELOPERS,0,0,0
P51700016067,S K ENTERPRISE,0,0,0
P51700016030,SILVER LINE BUILDING AND CONSTRUCTION LLP,0,0,0
P51700016124,DAVAKHAR INFRASTRUCTURE PRIVATE LIMITED,0,0,12
P51700016241,GLOBE REALTORS,0,0,0
P51700016707,NAVKAR ASSOCIATES,0,0,3
P51700016094,SHIV SAGAR DEVELOPERS & BUILDERS,0,0,0
P51700016121,M/S VAKRATUND ENTERPRISES,0,0,12
P51700016090,HUDA CONSTRUCTION,0,0,0
P51700016187,VIKAS DEVELOPERS,0,0,12
P51700017417,Tulsi Infratech,0,0,5
P51700016303,Rohit Balaram Choudhari,0,0,0
P51700016173,SHRI KRISHNA REALTORS,0,0,12
P51700016355,SADGURU GROUP,0,0,12
P51700016157,JAGJEET BUILDER,0,0,36
P51700016308,Agile Real Estate Pvt. Ltd.,0,2,0
P51700016386,M/S. PURAB ASSOCIATES,0,0,0
P51700016156,Neptune Developers Limited,2,0,0
P51700017990,Shankar  Hotchandani,0,0,0
P51700016245,MACROTECH DEVELOPERS LIMITED,4,0,0
P51700016243,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700016437,MACROTECH DEVELOPERS LIMITED,0,0,0
P51700016371,V3 Reality,0,0,6
P51700016334,PREMNARAYAN  SHUKLA,0,0,12
P51700016451,SHREE YASH DEVELOPERS,0,0,0
P51700017177,I.B.CONSTRUCTION,0,0,23
P51700016405,Mercury Infra,0,0,12
P51700016556,Neptune Developers Limited,0,0,0
P51700016351,Neptune Developers Limited,0,0,0
P51700016350,Neptune Developers Limited,0,0,0
P51700016352,Neptune Developers Limited,0,0,0
P51700016455,Manoj Ramesh Chaudhari,0,0,0
P51700016324,Shiv Corporation,0,0,0
P51700016592,YASH DEVELOPERS,0,0,0
P51700016666,MACROTECH DEVELOPERS LIMITED,1,0,0
P51700016332,NAMDEV SAKHARAM PATIL,0,0,12
P51700016400,Jewel Builders and Infraprojects Ltd,0,0,0
P51700016428,VIVAAN ENTERPRISES,0,0,0
P51700016375,MACROTECH DEVELOPERS LIMITED,2,1,0
P51700016363,R V ENTERPRISE,0,1,0
P51700016378,Mahaavir Impex,0,0,0
P51700016394,SAMRIN INFRA PRIVATE LIMITED,0,0,12
P51700016588,HARSHAD BALU GAWADE,0,0,0
P51700016534,MOHAN LIFESPACES LLP,0,0,24
P51700016538,THE SQUARE FEET DEVELOPERS,0,0,0
P51700016410,ANJANA SAHEBRAO CHAVAN,0,0,9
P51700016412,NND Ambernath LLP,0,1,0
P51700016516,Neptune Developers Limited,0,0,0
P51700017330,Shree Mahavir Enterpises,0,0,12
P51700016625,rajententerprises,0,0,0
P51700017119,AMBALAL BHANJI GAMI,2,0,0
P51700016623,ISHWAR ENTERPRISES,0,0,0
P51700018466,RUBY ROOF MAKERS,0,1,0
P51700016732,BALARAM VITTHAL MALI,0,0,0
P51700016603,Dipti Home Makers Pvt Ltd,0,0,0
P51700016741,Yash Govinda Build Infra LLP,0,0,0
P51700016477,NAVIN KAMLAPRASAD SINGH,0,0,0
P51700016533,SHREE ENTERPRISES,0,0,24
P51700016810,MAHALXMI FORTUNE,0,1,0
P51700016837,MAHARASHTRA DEVELOPERS,0,0,0
P51700016764,TARAL MANUBHAI NAKRANI,0,0,21
P51700016488,SHRIKRISHNA ENTERPRISES,0,0,0
P51700016687,SAI KRUPA CONSTRUCTIONS,0,0,0
P51700016608,MIT ENTERPRISES,0,0,0
P51700016633,HALLMARK INFRA REALTY LLP,0,0,0
P51700016698,SANGHVI PREMISES PVT LTD,0,0,18
P51700017179,M/S LAXMI REALTY,0,0,21
P51700016519,SIDDHIVINAYAK ENTERPRISES,0,0,36
P51700017507,SHREE NARAYAN ENTERPRISES,0,0,0
P51700016602,ANIL thakurdas kursija,14,0,0
P51700016569,NANDA SANTOSH BHOIR,0,0,18
P51700017031,RAINBOW DEVELOPERS,0,0,12
P51700016665,MANOJ SAMBHAJI SAWANT,0,0,0
P51700016631,RAJESHKUMAR MOOLCHAND RUPAWAT,0,0,0
P51700016624,M/S KRISHNA DEVELOPERS,0,0,24
P51700016621,JAGATVIRSINGH HARPALSINGH SHISHODIA,0,0,0
P51700016961,MACROTECH DEVELOPERS LIMITED,8,2,0
P51700017557,Concorde Developers,0,0,0
P51700016927,MACROTECH DEVELOPERS LIMITED,0,1,0
P51700016708,RAMEEZ SHAHNAWAZ MAJEED,0,0,0
P51700016919,SAHAJANAND DEVELOPERS,0,0,12
P51700017012,PRAKASH  WADHAWA,0,0,12
P51700016792,CHAMUNDA INFRASTRUCTURE LTD,0,0,0
P51700016716,UMA REALTY,0,0,0
P51700017461,Jayshree Builders,0,0,0
P51700017026,AtlanticRealtors,0,0,0
P51700017071,SEEMA DEVELOPERS,0,0,0
P51700017214,SKYLINE BUILDPRO,0,0,12
P51700016878,Neptune Developers Limited,0,0,0
P51700016825,Neptune Developers Limited,0,0,0
P51700016870,SAISHIV CONSTRUCTION,0,0,0
P51700016882,Neptune Developers Limited,1,0,0
P51700016820,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,0,0,60
P51700016818,Neptune Developers Limited,0,0,0
P51700016831,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,0,0,72
P51700016800,SHRISAIBABA CONSTRUCTION CO,0,0,0
P51700016785,PRAVIN NARASI MANANI,0,1,0
P51700016819,M.K.REALTORS,0,0,0
P51700016947,Mangesh Dashrath Gaikar,0,0,0
P51700016875,Neptune Developers Limited,0,4,0
P51700016920,Neptune Developers Limited,3,4,0
P51700016823,Neptune Developers Limited,0,4,0
P51700016879,SHUBHANGI DEVELOPER,0,0,0
P51700016886,DHARITRI BUILDER PVT. LTD.,0,0,0
P51700017821,PRARTHANA ENTERPRISES,0,0,39
P51700017086,HUB REALTOR,0,0,0
P51700017015,Shalini Shivaji Pawar,0,0,0
P51700016747,Palava Dwellers Pvt Ltd,1,1,0
P51700016836,ARVIJ BUILDERS AND DEVELOPERS PRIVATE LIMITED,0,1,17
P51700017315,Gaurivinayak Builders and Developers Pvt Ltd,0,0,0
P51700016929,OM CORPORATIN,0,0,0
P51700016871,SIDDHESHWAR GROUP,0,0,0
P51700016861,MALI VENTURES PRIVATE LIMITED,0,0,0
P51700016903,Lodha Developers Limited,0,0,0
P51700016866,SHIVAM CONSTRUCTION,0,0,12
P51700016918,Neptune Developers Limited,0,0,0
P51700016915,AASTHA BUILDCON,0,0,24
P51700017002,MAHARASHTRA DEVELOPERS,0,0,0
P51700016941,Palava Dwellers Private Limited,0,1,0
P51700017035,VRUDEE ASSOCIATES,0,0,18
P51700016926,BHUMIRAJ BUILDERS PVT.LTD.,0,16,0
P51700018165,CHALAMA INFRAPROPERTIES PRIVATE LIMITED,0,1,0
P51700017022,METRO BUILDCON,0,0,0
P51700017019,CRYSTAL REALTORS,0,0,48
P51700017081,M/S OMKAR REALTORS,0,0,0
P51700017613,RAJIV THAKUR & ASSOCIATES,0,0,0
P51700017537,SHREE HARI REALTY,0,0,0
P51700017034,BHUMIRAJ BUILDERS PVT. LTD.,0,16,0
P51700019938,SADGURU ENTERPRISES,0,0,0
P51700017137,OM SADGURU REALTORS,0,0,0
P51700017029,KANAK REALTY,0,0,0
P51700017159,SHIVANAND SHANKAR KORE,0,0,0
P51700017078,MACROTECH DEVELOPERS LIMITED,0,0,30
P51700017060,MACROTECH DEVELOPERS LIMITED,0,0,12
P51700017151,Rudra Enterprises,0,0,13
P51700017788,MAHALAXMI INFRASTRUCTURE,0,0,42
P51700017099,JHALAK CONSTRUCTIONS,0,0,0
P51700017080,M/s. SAI BALAJI EMRALD REALTY,0,0,0
P51700017127,M/s. SAI BALAJI EMRALD REALTY,0,0,0
P51700017089,M/s. SAI BALAJI EMRALD REALTY,0,0,0
P51700017185,AMAKIN MOHAMMEDIYAH PRIVATE LIMITED,0,2,0
P51700018933,Om Sai Residency,0,0,0
P51700017067,SADGURU DEVELOPERS,0,0,0
P51700017130,UTKARSHA CONSTRUCTION,0,0,0
P51700017162,MURLI JAGANNATH MACHHA,0,0,24
P51700017195,Oyster Living LLP,0,0,12
P51700017123,Oyster Living LLP,0,0,26
P51700017140,BHUMIRAJ BUILDERS PVT. LTD.,0,16,0
P51700017308,Amol Padmakar Tarmale,0,0,0
P51700017824,OMKAR ENTERPRISES,0,2,0
P51700017267,ROMA BUILDERS PRIVATE LIMITED,0,6,0
P51700017184,JAI AMBE CONSTRUCTION,0,0,12
P51700017255,RAI RESIDENCY Private Limited,0,0,0
P51700017199,RUTU BUILDERS,0,1,0
P51700017242,RAMESHAWAR BUILDERS & DEVELOPERS,0,0,2
P51700017206,SHREE VASTU BUILDERS,0,0,0
P51700017332,Panvelkar Infrastructures Private Limited,1,0,24
P51700017148,SAI SHRUSHTI ENTERPRISES,0,0,0
P51700017384,Ashish Waman Gole,0,0,0
P51700017389,M/s. Unit Arsen Developers (Joint Venture),0,0,0
P51700017478,HERAMB CONSTRUCTION,0,0,0
P51700017481,ARAMUS REALTY LLP,0,0,0
P51700017342,TIRUPATI DEVELOPERS,5,0,24
P51700017669,PRIDEDREAM REALTORS PRIVATE LIMITED,0,0,0
P51700017304,Aurum RealEstate Developers Limited,1,0,0
P51700017401,MISTRY CONSTRUCTION CO. PVT. LTD.,2,0,0
P51700017488,RAUNAK CORPORATION,0,5,0
P51700017305,Aurum RealEstate Developers Limited,0,0,0
P51700017747,M/S S P ASSOCIATES,0,0,0
P51700017328,LAXMI DEVELOPERS,0,0,0
P51700017423,TETRIS GREEN VALLEY,0,0,18
P51700017424,RASHMI ASHOK JOSHI,0,0,36
P51700017518,Ms ASHAR VENTURES,0,0,0
P51700017736,L K EARTH DEVELOPERS PRIVATE LIMITED,0,0,0
P51700017450,S K INFRASTRUCTURE,0,0,0
P51700017459,SHREE BALAJI HOMES,0,0,0
P51700017317,Bhagwat Baban Kamthe,0,0,0
P51700018710,G.E.CONSTRUCTIONS,0,0,0
P51700017531,Shradhha Saburi Associates,0,0,0
P51700017593,LFKA BUILDERS AND DEVELOPERS,0,0,0
P51700017434,LFKA BUILDERS AND DEVELOPERS,0,0,0
P51700017366,CIDCO of Maharashtra Ltd.,0,0,15
P51700017421,CIDCO of Maharashtra Ltd.,0,0,17
P51700017346,Shree Ganesh Enterprises,0,0,0
P51700017364,AMRUT LAXMI DEVELOPERS,0,0,18
P51700017969,M/S CITY INFRA,0,0,0
P51700017382,N M DEVELOPERS,0,0,17
P51700017739,M/S VISION SKY WORLD,0,0,0
P51700017701,M S DEVELOPERS,0,0,12
P51700017496,GNP DEVELOPERS,0,0,0
P51700018663,DEVENDRA DAMODAR PATIL,0,0,12
P51700018087,JEEVAN ENTERPRISES,0,0,0
P51700017501,Bhagwati Infrastructure,0,0,0
P51700017487,Palava Dwellers Private Limited,2,2,0
P51700017506,Palava Dwellers Private Limited,0,2,0
P51700017590,Palava Dwellers Private Limited,0,2,0
P51700017664,shaikh  nazir,0,0,0
P51700017649,SHREEJI BUILDCON,0,0,0
P51700017751,SHRI KRISHNA HOMES,0,0,0
P51700018220,SCHEMA ENTERPRISES PRIVATE LIMITED,0,0,11
P51700017682,VERTEX NEWTON PROJECTS PRIVATE LIMITED,0,1,0
