rera_certificate_no,builder_name,complaint_count,cases_count,possession_delay_months
P51700010130,MAITRI DEVELOPERS,0,0,4
P51700010653,AASHRAY DEVELOPERS,3,4,3
P51700009589,NEPTUNE DEVELOPERS LIMITED,0,0,12
P51700007746,Parshwa Associates,2,6,18
P51700008257,SATYAM CONCAST PRIVATE LIMITED,0,0,0
P51700013100,MAN REALTY LIMITED,3,2,36
P51700012035,ARVIND GOPAL PATIL AOP,0,0,24
P51700002949,UMIYA CONSTRUCTION COMPANY,0,0,0
P51700012031,S S DEVELOPERS,0,0,18
P51700005502,SHRIKRISHNA DEVELOPERS,0,0,0
P51700008430,SHASHWAT HOMES,0,0,12
P51700012065,ALPHA COMBINES,0,0,48
P51700012027,SHREE MAHALAXMI CONSTRUCTIONS,0,0,12
P51700008084,K M ENTERPRISES,0,0,60
P51700009495,Honest Homes,0,0,0
P51700010344,JAI AMBE DEVELOPERS,0,0,18
P51700003488,Mauli Krupa Developers,0,0,24
P51700007775,VENTURE BUILDERS,0,0,6
P51700009218,Velocity,1,0,27
P51700012148,J K T BUILDERS & DEVELOPERS,0,0,30
P51700005880,Shree Viraj Enterprises,0,0,12
P51700005603,AASHISH COMBINES,0,1,18
P51700008900,KSHITIJ DEVELOPERS,0,0,36
P51700012136,S H CONSTRUCTIONS,0,0,12
P51700009933,Tycoons Avanti Projects LLP,2,0,30
P51700002868,SURESH KESHAVRAO YASHVANTRAO,0,0,6
P51700004736,PROSPECTIVE EATATE AND REALITY LOGICAL SOLUTIONS PVT LTD,0,0,69
P51700003438,AASHVI DEVELOPERS,0,0,0
P51700014205,SAIPRASAD ENTERPRISES,0,0,18
P51700009060,Honest Infra,0,0,24
P51700012079,PHOENIX INFRASTRUCTURE AND DEVELOPERS,0,1,0
P51700008666,SHIVNATH DEVELOPER,0,0,7
P51700012104,SHREE SAI BALAJI ENTERPRISES,0,0,2
P51700006676,KANHA MOTIRAM KENE,0,0,12
P51700007957,SHREE BALAJI DEVELOPERS,0,0,24
P51700004004,Shree Ganesha Associates,0,1,29
P51700014443,SIDDHARTH NARAYAN TANGDI,1,0,42
P51700004477,ASHA INFRATECH,0,0,12
P51700008053,SONA ENTERPRISES,6,3,108
P51700009008,SHIV STRUCTURES,0,0,67
P51700012227,PERFECT BUILDERS,0,0,0
P51700009903,YASH INFRA,0,0,18
P51700005982,SOHAM DEVELOPERS,0,0,0
P51700009095,ANKITA BUILDERS,0,0,0
P51700010214,SAI DEVELOPERS,0,0,36
P51700010153,RIEL INFRASTRUCTURE PVT LTD,12,0,36
P51700012054,SHUBH DEVELOPERS,0,0,12
P51700005236,KOTHARI AUTOPARTS MANUFACTURERS PRIVATE LIMITED,0,0,12
P51700010400,ABHISHEK SHELTERS LTD,0,0,8
P51700007523,OMKAR ENTERPRISES,0,0,56
P51700010369,SHIKHAR DEVELOPERS,0,0,0
P51700010396,SAIJI DEVELOPERS,0,0,12
P51700008431,RAJESH ESTATES AND NIRMAN PVT LTD,1,0,0
P51700011909,Aditya Associates,0,0,0
P51700012322,RTG Infrastructure and Realtors Limited,23,23,210
P51700005592,TELE BUILD CONSTRUCTION PVT LTD,0,0,60
P51700005709,SHIKHAR DEVELOPERS,0,0,0
P51700010795,SHUBH ENTERPRISES,0,0,0
P51700003435,SAIBHAKTI BUILDERS,0,0,6
P51700009808,SAIJI BUILDERS,0,0,24
P51700009284,Umiya Associates,0,0,6
P51700007502,KAVITA INFRA,0,0,0
P51700007107,SRI BALAJI DEVELOPER,0,0,7
P51700010252,WELFARE CONSTRUCTION,0,0,22
P51700011393,Sanjay Shantaram Kankoshe,0,0,34
P51700015085,SHRI PARRSSSVA ARHAM CONSTRUCTIONS ENTERPRISES LLP,0,0,36
P51700010168,SATYABHAMA DEVELOPERS,0,1,0
P51700011888,SHREE SAI YASH REALTORS,0,0,8
P51700008440,HORIZON PROJECTS PVT LTD,40,5,12
P51700006029,MAHALAXMI ENTERPRISES,0,0,18
P51700010106,SRI BALAJI DEVELOPER,1,0,69
P51700007650,SUNRISE DEVELOPERS,0,1,29
P51700009938,Mahesh Shriram Borkar,0,0,0
P51700004182,Shree Khodiyar Builders and Developers,0,0,18
P51700011975,SHRI AADINATH REALTY,0,0,72
P51700010970,NAVKAR & ASSOCIATES,0,0,18
P51700011528,Piramal Sunteck Realty Pvt. Ltd.,1,0,1
P51700009540,UNNATHI ESTATES,0,3,6
P51700010701,NEPTUNE DEVELOPERS LIMITED,0,0,12
P51700003224,SHREE MAHALAXMI BUILDERS AND DEVELOPERS,0,0,0
P51700007977,SIDDHIVINAYAK DEVELOPERS,0,0,0
P51700004374,Ashapura Enterprises,0,0,24
P51700007601,SHREE SAI BALAJI ENTERPRISES,0,0,12
P51700010317,SHREE SADGURU DEVELOPERS,0,0,48
P51700012364,OMKAR ENTERPRISES,0,0,24
P51700007118,SHREE BALAJI CONSTRUCTION,0,0,24
P51700009293,Chintamani Builders,0,0,14
P51700012072,SHREE SIDDHI VINAYAK DEVELOPERS,0,0,12
P51700012161,NEELKANTH ASSOCIATES,0,0,80
P51700010429,SARVODAYA LAND DEVELOPERSDEVELOPERS,0,0,9
P51700008655,SHREE DEVELOPERS,0,1,6
P51700009917,SADGURU DEVELOPER,0,0,0
P51700009701,TULJAI CONSTRUCTION CO.,0,0,12
P51700005196,TULJAI CONSTRUCTION CO.,0,0,12
P51700008132,K P DEVELOPERS,1,0,24
P51700010871,DAMJI HARI CONSTRUCTIONS,8,0,23
P51700008960,M/S. INFINI DEVELOPERS,0,0,45
P51700007581,MADIREDDY KONDA REDDY,0,0,0
P51700008705,AAVISHKAR ASSOCIATES,0,0,18
P51700005769,KYRAA INFRA PROJECTS PRIVATE LIMITED,4,0,24
P51700010313,OM SWAYAMBHU SIDDHIVINAYAK BUILDERS AND DEVELOPERS,0,1,12
P51700003299,MARUTI RAGHUNATH JADHAV,0,0,42
P51700004978,ACE CONSTRUCTION,0,0,57
P51700005884,Kulswamini Builders,0,0,0
P51700008376,PATIL BUILDERS AND DEVELOPERS,0,0,12
P51700012479,M/S. KULSWAMINI BUILDERS,0,0,0
P51700012270,RAJIV THAKUR & ASSOCIATES,0,0,0
P51700013182,hitesh parmanand asrani,2,0,0
P51700010350,DIMPY INFRA VENTURES PVT LTD,2,0,81
P51700010631,Saleem Abdul Shaikh,0,0,24
P51700010242,Patel Group & Co,27,5,60
P51700008709,Patel Group & Co,13,2,72
P51700009981,Patel Group & Co,1,2,72
P51700010423,shree shakti developers,0,0,60
P51700009082,shree shakti developers,0,0,24
P51700010368,Vaijanath Realtors LLP,0,0,24
P51700010884,ARIHANT ENTERPRISES,0,0,139
P51700009850,Archit Enterprises,0,0,27
P51700009777,DIKSHA DEVELOPERS,4,0,12
P51700004483,ARIHANT ENTERPRISES,2,0,96
P51700005481,ROYALE URBANSPACE LLP,0,0,12
P51700011645,YASH REALTORS,0,0,18
P51700012435,AADYASHAKTI ENTERPRISES,0,0,0
P51700010265,Ganga Estate Developers,1,0,66
P51700010974,Honest Enterprise,0,0,24
P51700010303,Modella Textile Industries Limited,3,1,60
P51700010267,BHOIR AND SONS,0,0,0
P51700005281,Modella Textile Industries Limited,21,1,60
P51700010295,SACHIN SUDAM PATIL,0,0,0
P51700009762,Shri Sadguru construction,0,0,44
P51700009457,PETHE BUILDERS AND DEVELOPERS,0,0,23
P51700007222,J K T GROUP,0,0,30
P51700010451,SWAROOP CONSTRUCTION,0,0,0
P51700010899,Anmol Associates,0,1,0
P51700009056,SAKSHI SAURABH DANT,0,0,33
P51700009797,Gayasuddin Riyazuddin Khan,0,0,12
P51700005397,SHANTI ENTERPRISE,0,0,11
P51700007114,SHREE MANGALMURTI DEVELOPERS,0,0,36
P51700006944,MERINO SHELTERS PRIVATE LIMITED,0,0,0
P51700009356,KONARK REALTIES J.V.,0,0,0
P51700004049,Tycoons Avanti Projects LLP,9,3,59
P51700009923,Mangesh Dashrath Gaikar,1,1,3
P51700008224,SHREE JAI MALHAR ENTERPRISES,0,0,60
P51700010834,SHREENATH DEVELOPERS,0,0,46
P51700007122,SHREERAM BUILDERS,0,1,120
P51700009581,SHRIRAM DEVELOPERS,0,0,9
P51700011843,VISHWANATH RAMCHANDRA PANVELKAR,0,0,24
P51700009193,Jangid Contructions,0,1,12
P51700008247,NESTOR SAI DEVELOPERS PVT LTD,0,0,12
P51700006681,SHREE OMSAI CONSTRUCTION,0,0,17
P51700005885,SHREEYA ENTERPRISES,0,0,24
P51700009154,Asmeeta Infratech Limited,0,0,12
P51700004599,BHAKTI REALTORA,0,0,12
P51700008216,ANIL thakurdas kursija,11,0,67
P51700010860,OM SAI BUILDERS AND DEVELOPERS,0,0,0
P51700010349,Anmol Associates,0,1,0
P51700009343,SHIVNATH DEVELOPER,18,0,7
P51700007467,Padamavati Realbuild LLP,0,0,48
P51700010731,SUJAL DEVELOPERS,0,0,18
P51700009394,RICHKRAFT SPACES,0,0,0
P51700010993,M/s Parijat Constructions,0,0,2
P51700010376,MILIND MADHUKAR KAMBLE AND MANOJ SURESH NAYAK (AOP),0,0,36
P51700005750,KALPATARU ENTERPRISES,0,0,24
P51700003884,Kaiyomerz Cowas Palia,0,0,57
P51700009387,NANDISHWAR CONS CO,0,0,12
P51700010749,Shri Swami Samartha Developers,0,0,30
P51700008298,SUNRISE LIFESPACES LLP,8,0,12
P51700006721,G.E.CONSTRUCTIONS,0,0,12
P51700004738,Anmol Associates,0,1,0
P51700009615,Sanghvi Premises Private Limited,0,0,6
P51700007284,Savitri Group,1,0,0
P51700009993,Modella Textile Industries Limited,2,1,60
P51700006365,MAGNUM LIFE SPACES,0,0,0
P51700010636,Savitri Group,1,0,0
P51700009992,Modella Textile Industries Limited,1,1,60
P51700009697,Chaturthi Vastu Developers,0,0,71
P51700010935,Palava Dwellers Private Limited,1,0,12
P51700010264,CRATIVE HOME MAKERS,3,0,12
P51700006026,M/S. KULSWAMINI BUILDERS,0,0,0
P51700012349,Aghav Developers,0,0,60
P51700009396,MATOSHREE CONSTRUCTION,0,0,0
P51700005148,SHREEJI DEVELOPERS,0,0,24
P51700006329,SHREE SAIBABA GRIHANIRIMITI PRIVATE LIMITED,0,0,12
P51700006000,Prakash Trading Company,0,0,12
P51700009286,CREATIVE INFRA,0,0,12
P51700010103,SAYALEE SANJESH PATKAR,0,0,4
P51700004644,DREAM HOME INFRA,0,0,12
P51700008736,SIDDHIVINAYAK DEVELOPERS,3,0,42
P51700010102,NEPTUNE DEVELOPERS LTD,2,9,108
P51700010068,RICHI RICH INFRASTRUCTURE,0,0,36
P51700009044,RAI RESIDENCY Private Limited,0,0,0
P51700003909,DHANASHREE DEVELOPERS,0,0,36
P51700004630,JAYARAM PANDURANG GAIKWAD,0,0,0
P51700010098,SWASTIK ANMOL BUILDERS AND DEVELOPERS,0,3,12
P51700009684,SHUBH ENTERPRISES,0,0,6
P51700011514,RAI RESIDENCY Private Limited,0,0,0
P51700007647,AMEEN CONSTRUCTIONS,0,0,12
P51700008734,KANAK REALTORS,0,0,18
P51700010306,AVIGHNA KARAN,0,0,3
P51700003742,JRV CONSTRUCTION CO,0,0,6
P51700008112,SAINATH GURUNATH SHETE,0,1,42
P51700007099,JYOTIRMAY DEVELOPERS,0,0,43
P51700013776,GOPAL KRISHNA DEVELOPERS,0,0,12
P51700009352,SHREE SAIBABA GRIHANIRMITI PRIVATE LIMITED,0,0,12
P51700005889,SHRINIVAS DATTATRAY KALE,0,0,0
P51700012181,MRP INFRASTRUCTURE,0,0,0
P51700007507,SHREE SAIBABA GRIHANIRMITI PRIVATE LIMITED,1,0,12
P51700012012,PANACH RELATORS,2,0,3
P51700005893,AYMAN INFRA CONSTRUCTIONS,0,0,18
P51700011539,KOTHARI AUTOPARTS MANUFACTURERS PVT LTD,3,0,30
P51700010906,SHREE DEVELOPERS,0,0,0
P51700011595,ASHWAMEGH ASSOICATES,0,0,17
P51700011738,BALI CONSTRUCTIONS,0,0,0
P51700007592,M/s Rohan Development,0,2,27
P51700011254,ESHWAR ENTERPRISES,0,0,6
P51700012214,Anmol Associates,0,1,0
P51700004045,SUNSHINE ENTERPRISES,0,0,30
P51700007128,SHREE SAI SIDDHI ASSOCIATES,0,0,9
P51700008902,Ashoka Infrastructure,0,0,3
P51700010284,MARYAM ENTERPRISES,0,0,0
P51700010374,Anmol Associates,0,1,0
P51700004554,Kaiyomerz Cowas Palia,1,0,12
P51700005966,MOONSHINE REALTORS PVT LTD,0,0,21
P51700011433,SHELAR DEVELOPERS,0,0,42
P51700011429,Anmol Associates,0,1,0
P51700005092,Concorde Developers,0,1,33
P51700011425,BHAKTI CORPORATION,0,0,7
P51700007593,SHREE RAMA SHREE CONSTRUCTION PVT LTD,3,3,144
P51700011431,SATYAM CONCAST PRIVATE LIMITED,0,0,0
P51700008927,MOONSHINE REALTORS PVT LTD,1,0,69
P51700007059,Anmol Associates,0,1,24
P51700009222,SHREE CHINTAMANI ENTERPRISES,0,0,12
P51700008333,MAA JIVDANI CONSTRUCTION COMPANY,0,0,0
P51700009388,SQUARE FEET REAL ESTATE,0,0,0
P51700010805,Anmol Associates,0,1,24
P51700011559,VAISHNAVI HOUSING REALTY LLP,0,0,36
P51700012719,DKM REALTORS,0,0,0
P51700008265,MAGNUM SOLITAIRE LLP,0,0,12
P51700008541,ROHRA CONSTRUCTIONS,0,1,7
P51700012154,PLATINUM LIFESPACES,0,0,24
P51700007934,BALKRISHNA KASHINATH BHOIR,0,0,17
P51700006220,SAHYADRI GRIH NIRMAN,0,0,12
P51700005616,SHREE AYYAPPA CONSTRUCTIONS,0,0,0
P51700011368,BALKRISHNA KASHINATH BHOIR,0,0,0
P51700003711,Infini Construction,0,0,12
P51700011576,KAVYA BUILDCON PVT. LTD.,0,0,0
P51700006637,CONCORDE ASSOCIATES,0,0,12
P51700005076,SARVODAY DEVELOPER,0,1,36
P51700003748,GAURANG PROPERTIES PVT. LTD.,0,0,24
P51700004457,Concorde Builders,0,2,24
P51700007184,SAVJIBHAI BAVJIBHAI KODINARIYA,0,0,40
P51700006924,Jai Mata Di Developers,0,0,24
P51700011170,VASTU BUILDERS AND DEVELOPERS,0,0,20
P51700006060,PINNACLE CONSTRUCTIONS,0,0,3
P51700008738,SHANTINATH ENTERPRISES,1,5,36
P51700007167,TUKARAM BARKU MHATRE,0,0,12
P51700010779,Shree Samarth Developers,0,0,12
P51700008382,Mangesh Dashrath Gaikar,0,0,3
P51700005860,ROHAN KRISHNAPALSINGH THAKUR,0,0,42
P51700006597,VARAJ RAJ CONSTRUCTION,0,0,53
P51700004766,CRYSTAL CONSTRUCTION CO,1,1,0
P51700003000,IMTIYAZ MOHAMMED SAEED ANSARI,0,0,0
P51700012824,GREEN LIFESPACES,0,0,17
P51700005866,VISHNU DEVELOPERS,0,0,0
P51700006609,Jayant Shashikant Parikh,4,1,12
P51700010671,SHIVSAI ENTERPRISES,0,0,24
P51700004830,SHAHAJI BABA JAVIR,6,2,96
P51700006582,TIRUPATI DEVELOPERS,0,1,12
P51700011174,DEEPAK SHANKAR YASHWANTE,2,0,41
P51700012825,GREEN LIFESPACES,0,0,11
P51700003659,PLATINUM REALTY AND INFRASTRUCTURE PRIVATE LIMITED,0,0,12
P51700005904,AASHRAYGROUP,0,0,60
P51700010971,RENAISSANCE INDUS INFRA PRIVATE LIMITED,4,0,48
P51700007431,JUPITER LANDSCAPES PVT. LTD.,3,1,24
P51700006298,VARDHAMAN DEVELOPERS,0,0,60
P51700011175,M/S SHIVGANESH BUILDERS & DEVELOPERS,0,0,0
P51700008334,MANDAKINI KESHAV TOKRE,0,0,0
P51700009122,SHREE SIDDHIVINAYAK BUILDERS AND DEVELOPERS,0,0,12
P51700010259,Mahesh Shyamsundar Goyal,0,0,0
P51700009214,PRADIP GANPAT PAWAR,13,0,24
P51700011044,MONARCH DEVELOPERS,0,0,18
P51700011093,Silverline Building & Constructions LLP,0,0,36
P51700013224,SHAKTI DEVELOPERS,0,0,4
P51700013737,TRICITY REALTY LLP,0,0,0
P51700007412,VIJAY RAOJI SAWANT,1,0,0
P51700009102,Silver Line Constructions,1,0,48
P51700010244,Harikrupa Buildcon LLP,0,0,12
P51700010683,MADHAV BHALCHANDRA PARANJAPE,0,0,3
P51700014483,SLV ENTERPRISES,1,1,12
P51700014438,Prashant Tukaram Baeet,0,0,0
P51700010840,Pakshal Builders and Developers,0,0,12
P51700008885,ANANTNATH DEVELOPERS,1,0,12
P51700007348,Trinity Developers,0,0,6
P51700012995,RDP Realtores,12,0,36
P51700010814,SARVOPARI SAHARA,0,0,80
P51700007816,M/S PRIME DEVELOPERS,0,0,12
P51700012789,SHAFI ABDUL KADAR SYED,0,0,24
P51700008764,Macrotech Developers Limited,1,0,17
P51700012542,Dilip Madhukar Dalvi,2,0,5
P51700012558,MADHAV BHALCHANDRA PARANJAPE,0,0,2
P51700012138,PRADIP GANPAT PAWAR,0,0,48
P51700010770,FINE ART PROJECT MANAGEMENT CONSULTANTS PVT LTD,0,1,60
P51700012086,aasanghar construction,35,0,33
P51700010184,QUALITY CONSTRUCTION CO,0,0,12
P51700011914,GROW MORE INFRACON,0,0,12
P51700011820,fortunerpjdevelopers,0,0,48
P51700010706,RAJ CORPORATION,0,3,12
P51700009454,MAGNUS ENTERPRISES,0,0,69
P51700008676,V R REALTIES,0,0,29
P51700012074,KRISHNA ENTERPRISES,0,0,0
P51700010208,V. R. BUILDERS,0,0,12
P51700011665,SHREEGOPAL JUGALKISHORE BARASIA,0,0,36
P51700005256,Piramal Estate Private Limited,0,3,0
P51700011461,RAVI DEVELOPERS,0,0,0
P51700016129,AADYASHAKTI ENTERPRISES,0,0,0
P51700014800,ASHAPURA NIRMAN DEVELOPERS,0,0,42
P51700007243,KALYANI ENTERPRISES,0,0,0
P51700012778,SIDDHIVINAYAK DEVELOPERS,0,0,12
P51700005251,RUPA PROPERTIES & SECURITIES PVT. LTD.,0,1,0
P51700012682,CAARNEEVAL DEVELOPERS,0,0,48
P51700012556,SHREE SALASAR REALTY,0,0,48
P51700011210,SANGITA  SINGH,0,1,0
P51700011660,Gaurivinayak Builders and Developers Pvt Ltd,0,0,42
P51700010989,Gaurivinayak Builders and Developers Pvt Ltd,0,0,24
P51700012271,Gaurivinayak Builders and Developers Pvt Ltd,0,0,0
P51700007844,Aurum RealEstate Developers Limited,0,0,0
P51700011312,AARIA ENTERPRISES,0,0,28
P51700010503,Vajraa Developers,0,0,12
P51700010528,VIKRAM BUILDERS,1,0,4
P51700013572,S.A. SINGH BUILDERS AND DEVELOPERS,0,0,0
P51700007823,KAMYA ENTERPRISES,0,0,20
P51700008980,MERINO SHELTERS PRIVATE LIMITED,0,0,0
P51700008806,KRUTIKA BUILDERS AND DEVELOPERS,0,0,30
P51700011261,SHREE SAIKRUPA DEVELOPERS,0,0,0
P51700010673,MEENA SADASHIV AGALAVE,0,0,16
P51700012698,SAROJ SHRAWANKUMAR BAGARIA,4,2,57
P51700010819,Shree Khidkaleshwar Property Developers Pvt. Ltd.,0,0,12
P51700012988,SUPREME DEVELOPERS,0,0,24
P51700011206,ELITE DEVELOPERS,0,0,0
P51700010109,Palava Dwellers Private Limited,2,1,0
P51700011629,Palava Dwellers Private Limited,1,1,0
P51700010960,Palava Dwellers Private Limited,0,0,0
P51700008966,Ambika Brickwell LLP,1,0,0
P51700010672,Parisparsh,0,0,1
P51700011469,SHREE DEVELOPERS,0,0,47
P51700008998,KUBER ABHIRAJ INFRA,51,0,12
P51700011458,TRIMURTI CONSTRUCTION,0,0,24
P51700008564,SAI SIDDHI DEVELOPERS,0,0,6
P51700010245,SHREE HANUMAN KRUPA ENTERPRISES,0,0,3
P51700011921,NAGENDRAMANI RAMANUGRAH PANDEY,0,0,69
P51700007340,Sankalp Developers,0,0,0
P51700010661,Devidas Anant Waingankar,0,0,60
P51700009373,SAGAR SUPER STRUCTURES PRIVATE LIMITED,0,0,0
P51700011390,RAI RESIDENCY Private Limited,0,0,0
P51700012449,RAI RESIDENCY Private Limited,0,0,12
P51700010985,SADGURU ASSOCIATE,0,0,24
P51700012362,Heramb Developers,0,0,1
P51700012188,YASH INFRASTRUCTURE,0,0,4
P51700012008,MONARCH SOLITAIRE LLP,17,0,60
P51700009484,Ashish Waman Gole,0,0,0
P51700011019,GEETAI ENTERPRISES,0,0,6
P51700010787,GEETAI ENTERPRISES,0,0,12
P51700011493,M/S. AASTHA REALTORS,0,0,12
P51700010036,VINOD GORDHANBHAI PATEL,0,0,12
P51700009471,FRIENDS GROUP,0,0,0
P51700007269,RAJDEEP BUILDERS AND DEVELOPERS,0,0,0
P51700011876,V M CONSTRUCTIONS,0,0,0
P51700012325,SIDDHIVINAYAK ENTERPRISES,0,0,0
P51700011016,SHAH AND DASWANI,0,0,13
P51700011484,JMD ESTATE,0,0,0
P51700012622,Stone House Developer,0,0,1
P51700010487,VITTHAL MAULI CONSTRUCTION COMPANY,0,0,34
P51700010345,TEEJADEEP DEVELOPERS,0,0,24
P51700018436,YASH DEVELOPERS,0,0,0
P51700011834,DELTA REALTORS,0,0,0
P51700011140,M/S ROHAN CONSTRUCTION,0,0,33
P51700011109,SHREE SAI DEVELOPERS,0,0,12
P51700010703,SIDDHIVINAYAK DEVELOPERS,1,0,6
P51700009348,SAI BALAJI DEVELOPERS,0,0,45
P51700011354,MOHAN MALLESHAM MACHHA,0,0,54
P51700010786,PEACE ENTERPRISES,0,0,36
P51700011712,SIDDHI ENTERPRISES,0,0,12
P51700009018,ABHINANDAN ENTERPRISE,0,0,0
P51700012982,Stone House Developer,1,0,76
P51700009525,SHREE VALLABH REALITIES,0,0,12
P51700010601,CLASSIC CONSTRUCTION,0,0,12
P51700013028,ANANT ARJUN MADHAVI,0,0,0
P51700008646,J. ALVARES & OTHERS,0,0,36
P51700012282,EKVEERA SKYLINER CONSTRUCTION CO PRIVATE LIMITED,2,0,12
P51700013115,EKVEERA SKYLINER CONSTRUCTION CO PRIVATE LIMITED,0,0,24
P51700009522,SAI DEVELOPERS,0,0,2
P51700011833,OM ENTERPRISES,0,0,7
P51700008826,Gaurivinayak Builders and Developers Pvt Ltd,0,0,23
P51700013428,PRABHAT BUILDERS & DEVELOPERS,0,0,31
P51700011264,OMKAR INFRA,6,0,0
P51700012281,BALARAM GOPAL GAWLI,0,0,18
P51700008781,JMD LIFESPACES,0,0,0
P51700010273,SHREE SAI UNITY BUILDERS AND DEVELOPERS,0,0,2
P51700012586,JAIDEEP CONSTRUCTION,0,0,0
P51700013285,MAHAVEER INFRASTRUCTURE PVT LTD,0,0,0
P51700011723,JAGDISH JAIRAM PATIL,0,0,0
P51700013043,ASHAPURA BUILDERS AND DEVELOPERS,0,0,5
P51700012478,PACIFIC CONSTRUCTION & DEVELOPERS,0,0,0
P51700010530,JARIMARI RESIDENCY,0,0,0
P51700011672,SHIV ENTERPRISES,0,0,9
P51700012740,RAMKRISHNA DEVELOPERS,0,0,48
P51700011266,EKDANT DEVELOPERS,0,0,0
P51700013175,SAI SHAKTI DEVELOPERS,0,0,26
P51700010480,HEENA ENTERPRISES,0,0,18
P51700013368,shree adiraj laxmi builders Pvt. ltd,14,0,36
P51700017260,DELUX ASSOCIATES,0,0,6
P51700010557,Shubham Enterprises,0,0,36
P51700013476,DYS BUILTCON,0,0,12
P51700011302,ADARSH INFRA DEVELOPERS,0,0,18
P51700012865,VARDHAMAN NEST HOMES,0,0,33
P51700010769,PRAPTI ENTERPRISES,0,0,0
P51700011068,Palava Dwellers Private Limited,0,1,0
P51700010934,Sunil Suresh Honrao,0,0,0
P51700011301,MAITRI & MAITRI,0,0,0
P51700011933,SHREE BALAJI DEVELOPERS,2,0,36
P51700013647,SAI DEVELOPERS,12,1,56
P51700013797,MAHAVEER INFRASTRUCTURE PVT LTD,0,0,0
P51700010737,MOHAN LIFESPACES LLP,0,0,0
P51700011753,YOGESH RAMDAS SARJINE,0,0,92
P51700012516,M/s Hira Housing Construction Co.,1,0,18
P51700013073,Palava Dwellers Private Limited,2,5,0
P51700013158,Palava Dwellers Private Limited,1,1,0
P51700013145,Palava Dwellers Private Limited,0,0,0
P51700013513,MOHAMMED SIRAJ BASHEER,0,0,0
P51700014636,EWAR CONSTRUCTIONS PRIVATE LIMITED,0,0,18
P51700011819,ASHAPURA COMBINES,0,0,12
P51700012987,Shree Sawan Buildcon,0,0,0
P51700011967,DEEPRAJ ENTERPRISES,0,0,0
P51700011297,KESHAV REALTY,0,0,18
P51700012956,ganadish krupa palace,0,0,8
P51700012802,rashilifestyle,0,0,30
P51700013210,Om Sai Constructions,0,0,30
P51700011952,LAXMI SAGAR DEVELOPERS & BUILDERS,0,0,18
P51700011923,Shree Ganesh Developers,0,0,8
P51700012694,DEEP LAXMI DEVELOPERS,0,0,24
P51700013427,Rohan Gruh Nirman,0,2,3
P51700013462,Palava Dwellers Private Limited,2,0,0
P51700012806,PRADEEP PUNDLINK DHULE,4,0,60
P51700012858,MOHD MUKHTAR ABDUL RAUF KAZI,0,0,30
P51700012793,OM SAI CONSTRUCTION AND DEVELOPERS,2,1,30
P51700013253,MOHAN LIFESPACES LLP,0,0,24
P51700014240,JAGDISH SHIWANAND WAGH (HUF),5,2,12
P51700013024,RAMESH GHEVARCHAND TATED,0,1,36
P51700013045,YOGI ENTERPRISES,0,0,18
P51700012716,MUL AAKAR DEVELOPERS,0,0,41
P51700011958,KRISHNA ASSOCIATES,0,0,0
P51700013168,Mirador Dewellers Pvt Ltd,0,0,0
P51700013295,Waterfront Buildcon LLP,0,1,0
P51700015891,GREEN SPACE REAL TECH,0,0,36
P51700012940,MAHAVIR DREAMLAND,0,0,48
P51700013154,Mirador Dewellers Pvt Ltd,0,0,12
P51700013399,SATYAM CONSTRUCTION,0,1,0
P51700013493,SHREE UMIYA DEVELOPERS,0,0,24
P51700013459,SWANAND HEIGHTS,0,2,4
P51700013198,HARISHREE CREATIONS,0,0,0
P51700014509,Ashapura Global Projects,0,0,0
P51700013199,Sai Swarg Enterprises,0,0,0
P51700013160,BENCHMARK EMPIRE,0,0,36
P51700013019,OMKAR ENTERPRISES,0,0,0
P51700017349,APPLE PARADISE,0,0,23
P51700014033,M/S SQUAREFEET ECO HOUSING LLP,0,1,0
P51700013099,M/S NIRMAN DEVELOPERS,0,0,12
P51700013308,CHEROBA HOMES,0,0,0
P51700013397,SAI JYOT ENTERPRISES,0,0,7
P51700013406,SAI JYOT ENTERPRISES,0,0,0
P51700013516,Om Siddhivinayak Enterprises,0,0,33
P51700013426,Om Sai Residency,0,0,2
P51700013263,MACROTECH DEVELOPERS LIMITED,0,2,0
P51700013200,SHRI GAMI INFOTECH PVT LTD,0,0,0
P51700018023,T Bhimjyani Realty Pvt.Ltd.,0,3,0
P51700013256,Shree Radha Developers,0,0,0
P51700013720,ROMA BUILDERS PRIVATE LIMITED,0,0,0
P51700014326,SHREE SAI CHATRA DEVELOPERS,0,0,0
P51700013473,JOSHI ENTERPRISES,5,3,13
P51700014144,RESHMA VIKAS BAMBULKAR,0,0,0
P51700014895,JOSHI ENTERPRISES,0,0,12
P51700013500,Faizunnisa Farooque Sayed,17,1,12
P51700013692,AAKASH CORPORATION,0,1,0
P51700013705,Aditya Associates,0,0,15
P51700013375,VARDHAMAN AND VASTU ASSOCIATES,0,0,0
P51700013795,ROMA BUILDERS PRIVATE LIMITED,0,6,0
P51700013329,K. R. REAL ESTATE PVT. LTD.,0,0,12
P51700013337,GURUDEEP CONSTRUCTION,0,0,24
P51700013978,M/s Global Built Tech,0,0,0
P51700018514,AL - RAHBAR CONSTRUCTION,1,0,0
P51700013525,SHREE KRUPA BUILDERS,0,0,13
P51700013598,Suhas Suresh Shinde,0,0,84
P51700014218,YASH ASHOKA,0,0,12
P51700013477,SAI RAJ DEVELOPERS,0,0,0
